"uid","domainID","siteID","namedLocation","laboratoryName","sequencingFacilityID","startDate","endDate","sequencerRunID","dnaSampleID","dnaSampleCode","internalLabID","rawDataFileName","rawDataFileDescription","rawDataFilePath","remarks","dataQF","publicationDate","release"
"105c1ba9-17cd-47a7-a520-cfa391fbc87b","D01","BART","BART_004.basePlot.bgc","Battelle Applied Genomics","Battelle Memorial Institute",2014-05-20 14:07:00,2014-05-20 14:07:00,"HHWLYBGX5","BART_004-M-5-26-20140520-GEN-DNA2",NA,"BMI_Plate8WellB2","BMI_HHWLYBGX5_mms_R1_C.fastq.tar.gz","R1 metagenomic archive of fastq files","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2018/BMI_HHWLYBGX5_mms_R1_C.fastq.tar.gz",NA,NA,"20201217T042633Z","RELEASE-2021"
"f76d614a-0233-4b2d-a67c-40fb42bf2e9d","D01","BART","BART_004.basePlot.bgc","Battelle Applied Genomics","Battelle Memorial Institute",2014-05-20 14:07:00,2014-05-20 14:07:00,"HHWLYBGX5","BART_004-O-5-26-20140520-GEN-DNA2",NA,"BMI_Plate8WellE10","BMI_HHWLYBGX5_mms_R2_E.fastq.tar.gz","R2 metagenomic archive of fastq files","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2018/BMI_HHWLYBGX5_mms_R2_E.fastq.tar.gz",NA,NA,"20201217T042633Z","RELEASE-2021"
"eb05105d-6409-4e76-a43c-106d226e955f","D01","BART","BART_004.basePlot.bgc","Battelle Applied Genomics","Battelle Memorial Institute",2014-05-20 14:07:00,2014-05-20 14:07:00,"HCNKKBGX5","BART_004-O-5-26-20140520-GEN-DNA2",NA,"BMI_Plate8WellE10","BMI_HCNKKBGX5_mms_R1_B.fastq.tar.gz","R1 metagenomic archive of fastq files","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/BMI_HCNKKBGX5_mms_R1_B.fastq.tar.gz",NA,NA,"20201217T042633Z","RELEASE-2021"
"67390fb2-acf2-4ca7-b6a9-efd4b1dd7683","D01","BART","BART_004.basePlot.bgc","Battelle Applied Genomics","Battelle Memorial Institute",2014-05-20 14:07:00,2014-05-20 14:07:00,"HCNKKBGX5","BART_004-O-5-26-20140520-GEN-DNA2",NA,"BMI_Plate8WellE10","BMI_HCNKKBGX5_mms_R2_B.fastq.tar.gz","R2 metagenomic archive of fastq files","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/BMI_HCNKKBGX5_mms_R2_B.fastq.tar.gz",NA,NA,"20201217T042633Z","RELEASE-2021"
"9b047cee-4963-4b1a-894c-1b880705ccd6","D01","BART","BART_004.basePlot.bgc","Battelle Applied Genomics","Battelle Memorial Institute",2014-05-20 14:07:00,2014-05-20 14:07:00,"HCNKKBGX5","BART_004-M-5-26-20140520-GEN-DNA2",NA,"BMI_Plate8WellB2","BMI_HCNKKBGX5_mms_R2_B.fastq.tar.gz","R2 metagenomic archive of fastq files","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/BMI_HCNKKBGX5_mms_R2_B.fastq.tar.gz",NA,NA,"20201217T042633Z","RELEASE-2021"
"0288cb37-8574-4dce-9ba6-7b0b5e3b8c79","D01","BART","BART_004.basePlot.bgc","Battelle Applied Genomics","Battelle Memorial Institute",2014-05-20 14:07:00,2014-05-20 14:07:00,"HCNKKBGX5","BART_004-M-5-26-20140520-GEN-DNA2",NA,"BMI_Plate8WellB2","BMI_HCNKKBGX5_mms_R1_B.fastq.tar.gz","R1 metagenomic archive of fastq files","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/BMI_HCNKKBGX5_mms_R1_B.fastq.tar.gz",NA,NA,"20201217T042633Z","RELEASE-2021"
"a6610b5d-2c58-4c9c-adcc-bd9e3740ee52","D01","BART","BART_004.basePlot.bgc","Battelle Applied Genomics","Battelle Memorial Institute",2014-05-20 14:40:00,2014-05-20 14:40:00,"HCNKKBGX5","BART_004-M-35-24-20140520-GEN-DNA2",NA,"BMI_Plate8WellC11","BMI_HCNKKBGX5_mms_R1_B.fastq.tar.gz","R1 metagenomic archive of fastq files","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/BMI_HCNKKBGX5_mms_R1_B.fastq.tar.gz",NA,NA,"20201217T042633Z","RELEASE-2021"
"f8d2bf50-4113-4175-9cec-15f2dc10c359","D01","BART","BART_004.basePlot.bgc","Battelle Applied Genomics","Battelle Memorial Institute",2014-05-20 14:40:00,2014-05-20 14:40:00,"HT7FTBGX5","BART_004-O-35-24-20140520-GEN-DNA2",NA,"BMI_Plate19WellG1","BMI_HT7FTBGX5_mms_R1_A.fastq.tar.gz","R1 metagenomic archive of fastq files","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2018/BMI_HT7FTBGX5_mms_R1_A.fastq.tar.gz",NA,NA,"20201217T042633Z","RELEASE-2021"
"9bc3c809-9921-4650-b7f9-e79477354f5f","D01","BART","BART_004.basePlot.bgc","Battelle Applied Genomics","Battelle Memorial Institute",2014-05-20 14:40:00,2014-05-20 14:40:00,"HLYVNBGX5","BART_004-O-35-24-20140520-GEN-DNA2",NA,"BMI_Plate19WellG1","BMI_HLYVNBGX5_mms_R2_E.fastq.tar.gz","R2 metagenomic archive of fastq files","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2018/BMI_HLYVNBGX5_mms_R2_E.fastq.tar.gz",NA,NA,"20201217T042633Z","RELEASE-2021"
"197c9211-788a-47c0-9cba-e72436074757","D01","BART","BART_004.basePlot.bgc","Battelle Applied Genomics","Battelle Memorial Institute",2014-05-20 14:40:00,2014-05-20 14:40:00,"HHWLYBGX5","BART_004-M-35-24-20140520-GEN-DNA2",NA,"BMI_Plate8WellC11","BMI_HHWLYBGX5_mms_R1_D.fastq.tar.gz","R1 metagenomic archive of fastq files","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2018/BMI_HHWLYBGX5_mms_R1_D.fastq.tar.gz",NA,NA,"20201217T042633Z","RELEASE-2021"
"818a4a61-230b-416b-b729-e675027451c6","D01","BART","BART_004.basePlot.bgc","Battelle Applied Genomics","Battelle Memorial Institute",2014-05-20 14:40:00,2014-05-20 14:40:00,"HHWLYBGX5","BART_004-M-35-24-20140520-GEN-DNA2",NA,"BMI_Plate8WellC11","BMI_HHWLYBGX5_mms_R2_D.fastq.tar.gz","R2 metagenomic archive of fastq files","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2018/BMI_HHWLYBGX5_mms_R2_D.fastq.tar.gz",NA,NA,"20201217T042633Z","RELEASE-2021"
"2e4f4a86-b24e-4103-b5a0-51752371635b","D01","BART","BART_004.basePlot.bgc","Battelle Applied Genomics","Battelle Memorial Institute",2014-05-20 14:40:00,2014-05-20 14:40:00,"HT7FTBGX5","BART_004-O-35-24-20140520-GEN-DNA2",NA,"BMI_Plate19WellG1","BMI_HT7FTBGX5_mms_R2_A.fastq.tar.gz","R2 metagenomic archive of fastq files","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2018/BMI_HT7FTBGX5_mms_R2_A.fastq.tar.gz",NA,NA,"20201217T042633Z","RELEASE-2021"
"f388477c-4c2c-414a-a45d-3cb5c67da063","D01","BART","BART_004.basePlot.bgc","Battelle Applied Genomics","Battelle Memorial Institute",2014-05-20 14:40:00,2014-05-20 14:40:00,"HLYVNBGX5","BART_004-O-35-24-20140520-GEN-DNA2",NA,"BMI_Plate19WellG1","BMI_HLYVNBGX5_mms_R1_E.fastq.tar.gz","R1 metagenomic archive of fastq files","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2018/BMI_HLYVNBGX5_mms_R1_E.fastq.tar.gz",NA,NA,"20201217T042633Z","RELEASE-2021"
"b7a4e3c4-a513-4dc6-bb7c-b945c6780e50","D01","BART","BART_004.basePlot.bgc","Battelle Applied Genomics","Battelle Memorial Institute",2014-05-20 14:40:00,2014-05-20 14:40:00,"HCNKKBGX5","BART_004-M-35-24-20140520-GEN-DNA2",NA,"BMI_Plate8WellC11","BMI_HCNKKBGX5_mms_R2_B.fastq.tar.gz","R2 metagenomic archive of fastq files","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/BMI_HCNKKBGX5_mms_R2_B.fastq.tar.gz",NA,NA,"20201217T042633Z","RELEASE-2021"
"c12971d1-750b-45ef-b22a-961166d9ed55","D01","BART","BART_004.basePlot.bgc","Battelle Applied Genomics","Battelle Memorial Institute",2014-06-19 19:45:00,2014-06-19 19:45:00,"HLGJLBGX5","BART_004-M-11-0-20140619-GEN-DNA2",NA,"BMI_Plate8WellB9","BMI_HLGJLBGX5_mms_R2_C.fastq.tar.gz","R2 metagenomic archive of fastq files","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2018/BMI_HLGJLBGX5_mms_R2_C.fastq.tar.gz",NA,NA,"20201217T042828Z","RELEASE-2021"
"e521c517-8223-498a-87ac-82c0b9da2335","D01","BART","BART_004.basePlot.bgc","Battelle Applied Genomics","Battelle Memorial Institute",2014-06-19 19:45:00,2014-06-19 19:45:00,"H7FFKBGX5","BART_004-M-11-0-20140619-GEN-DNA2",NA,"BMI_Plate8WellB9","BMI_H7FFKBGX5_mms_R2_D.fastq.tar.gz","R2 metagenomic archive of fastq files","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/BMI_H7FFKBGX5_mms_R2_D.fastq.tar.gz",NA,NA,"20201217T042828Z","RELEASE-2021"
"b3924103-9c1a-4348-b459-d4616b1fea2f","D01","BART","BART_004.basePlot.bgc","Battelle Applied Genomics","Battelle Memorial Institute",2014-06-19 19:45:00,2014-06-19 19:45:00,"H7FFKBGX5","BART_004-M-11-0-20140619-GEN-DNA2",NA,"BMI_Plate8WellB9","BMI_H7FFKBGX5_mms_R1_D.fastq.tar.gz","R1 metagenomic archive of fastq files","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/BMI_H7FFKBGX5_mms_R1_D.fastq.tar.gz",NA,NA,"20201217T042828Z","RELEASE-2021"
"8a7fa70f-4944-4a60-a0df-91991a862aeb","D01","BART","BART_004.basePlot.bgc","Battelle Applied Genomics","Battelle Memorial Institute",2014-06-19 19:45:00,2014-06-19 19:45:00,"HLGJLBGX5","BART_004-M-11-0-20140619-GEN-DNA2",NA,"BMI_Plate8WellB9","BMI_HLGJLBGX5_mms_R1_C.fastq.tar.gz","R1 metagenomic archive of fastq files","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2018/BMI_HLGJLBGX5_mms_R1_C.fastq.tar.gz",NA,NA,"20201217T042828Z","RELEASE-2021"
"c80b9805-3dbe-4a4c-8689-609d6b39fc73","D01","BART","BART_004.basePlot.bgc","Argonne National Laboratory","Argonne National Laboratory",2014-06-19 20:25:00,2014-06-19 20:25:00,"run20150522","BART_004-O-27-36-20140619-GEN-DNA1",NA,NA,"BART_004-O-27-36-20140619-gen_R2.fastq.gz","Reverse reads from Illumina bidirectional sequencing run","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/BART_004-O-27-36-20140619-gen_R2.fastq.gz",NA,"legacyData","20201217T042828Z","RELEASE-2021"
"09df7a34-3ad5-4802-b342-a5f80d10045f","D01","BART","BART_004.basePlot.bgc","Argonne National Laboratory","Argonne National Laboratory",2014-06-19 20:25:00,2014-06-19 20:25:00,"run20150522","BART_004-O-27-36-20140619-GEN-DNA1",NA,NA,"BART_004-O-27-36-20140619-gen_R1.fastq.gz","Forward reads from Illumina bidirectional sequencing run","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/BART_004-O-27-36-20140619-gen_R1.fastq.gz",NA,"legacyData","20201217T042828Z","RELEASE-2021"
"50256794-4414-4da7-947a-53e7ee11219a","D01","BART","BART_004.basePlot.bgc","Battelle Applied Genomics","Battelle Memorial Institute",2014-07-22 14:09:00,2014-07-22 14:09:00,"HHWLYBGX5","BART_004-M-10-34-20140722-GEN-DNA2",NA,"BMI_Plate8WellE4","BMI_HHWLYBGX5_mms_R2_D.fastq.tar.gz","R2 metagenomic archive of fastq files","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2018/BMI_HHWLYBGX5_mms_R2_D.fastq.tar.gz",NA,NA,"20201217T042541Z","RELEASE-2021"
"6560a4c8-3407-4052-a434-ff75a6a2ce94","D01","BART","BART_004.basePlot.bgc","Battelle Applied Genomics","Battelle Memorial Institute",2014-07-22 14:09:00,2014-07-22 14:09:00,"HLGJLBGX5","BART_004-M-10-34-20140722-GEN-DNA2",NA,"BMI_Plate8WellE4","BMI_HLGJLBGX5_mms_R1_C.fastq.tar.gz","R1 metagenomic archive of fastq files","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2018/BMI_HLGJLBGX5_mms_R1_C.fastq.tar.gz",NA,NA,"20201217T042541Z","RELEASE-2021"
"f977dde8-42b1-43de-bc3e-387b1bee5c29","D01","BART","BART_004.basePlot.bgc","Battelle Applied Genomics","Battelle Memorial Institute",2014-07-22 14:09:00,2014-07-22 14:09:00,"HHWLYBGX5","BART_004-M-10-34-20140722-GEN-DNA2",NA,"BMI_Plate8WellE4","BMI_HHWLYBGX5_mms_R1_D.fastq.tar.gz","R1 metagenomic archive of fastq files","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2018/BMI_HHWLYBGX5_mms_R1_D.fastq.tar.gz",NA,NA,"20201217T042541Z","RELEASE-2021"
"e6647879-a0e5-44cc-a229-fd993975d5b7","D01","BART","BART_004.basePlot.bgc","Battelle Applied Genomics","Battelle Memorial Institute",2014-07-22 14:09:00,2014-07-22 14:09:00,"HLGJLBGX5","BART_004-M-10-34-20140722-GEN-DNA2",NA,"BMI_Plate8WellE4","BMI_HLGJLBGX5_mms_R2_C.fastq.tar.gz","R2 metagenomic archive of fastq files","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2018/BMI_HLGJLBGX5_mms_R2_C.fastq.tar.gz",NA,NA,"20201217T042541Z","RELEASE-2021"
"e0bfac26-c1fb-4062-af93-775b04ea1493","D01","BART","BART_004.basePlot.bgc","Battelle Applied Genomics","Battelle Memorial Institute",2014-07-22 14:09:00,2014-07-22 14:09:00,"HCNKKBGX5","BART_004-M-10-34-20140722-GEN-DNA2",NA,"BMI_Plate8WellE4","BMI_HCNKKBGX5_mms_R1_B.fastq.tar.gz","R1 metagenomic archive of fastq files","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/BMI_HCNKKBGX5_mms_R1_B.fastq.tar.gz",NA,NA,"20201217T042541Z","RELEASE-2021"
"1c863ec3-63d4-4777-be31-58e9a22e3d9f","D01","BART","BART_004.basePlot.bgc","Battelle Applied Genomics","Battelle Memorial Institute",2014-07-22 14:09:00,2014-07-22 14:09:00,"HCNKKBGX5","BART_004-M-10-34-20140722-GEN-DNA2",NA,"BMI_Plate8WellE4","BMI_HCNKKBGX5_mms_R2_B.fastq.tar.gz","R2 metagenomic archive of fastq files","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/BMI_HCNKKBGX5_mms_R2_B.fastq.tar.gz",NA,NA,"20201217T042541Z","RELEASE-2021"
"0049db4f-ce86-48de-b60e-841cb11434a9","D01","BART","BART_004.basePlot.bgc","Battelle Applied Genomics","Battelle Memorial Institute",2014-08-19 13:36:00,2014-08-19 13:36:00,"HLYVNBGX5","BART_004-O-9-34-20140819-GEN-DNA2",NA,"BMI_Plate19WellG3","BMI_HLYVNBGX5_mms_R2_E.fastq.tar.gz","R2 metagenomic archive of fastq files","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2018/BMI_HLYVNBGX5_mms_R2_E.fastq.tar.gz",NA,NA,"20201217T042621Z","RELEASE-2021"
"a90c1dd5-80d3-4bee-8852-181ebb8975f8","D01","BART","BART_004.basePlot.bgc","Battelle Applied Genomics","Battelle Memorial Institute",2014-08-19 13:36:00,2014-08-19 13:36:00,"HL7C5BGX7","BART_004-O-9-34-20140819-GEN-DNA2",NA,"BMI_Plate19WellG3","BMI_HL7C5BGX7_mms_R2_L.fastq.tar.gz","R2 metagenomic archive of fastq files","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2018/BMI_HL7C5BGX7_mms_R2_L.fastq.tar.gz",NA,NA,"20201217T042621Z","RELEASE-2021"
"2a79e8dd-b522-4300-bfbc-a45623ecec23","D01","BART","BART_004.basePlot.bgc","Battelle Applied Genomics","Battelle Memorial Institute",2014-08-19 13:36:00,2014-08-19 13:36:00,"HLYVNBGX5","BART_004-O-9-34-20140819-GEN-DNA2",NA,"BMI_Plate19WellG3","BMI_HLYVNBGX5_mms_R1_E.fastq.tar.gz","R1 metagenomic archive of fastq files","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2018/BMI_HLYVNBGX5_mms_R1_E.fastq.tar.gz",NA,NA,"20201217T042621Z","RELEASE-2021"
"f46831d7-084f-4d5f-aad3-b743bbe64ab3","D01","BART","BART_004.basePlot.bgc","Battelle Applied Genomics","Battelle Memorial Institute",2014-08-19 13:36:00,2014-08-19 13:36:00,"HL7C5BGX7","BART_004-O-9-34-20140819-GEN-DNA2",NA,"BMI_Plate19WellG3","BMI_HL7C5BGX7_mms_R1_L.fastq.tar.gz","R1 metagenomic archive of fastq files","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2018/BMI_HL7C5BGX7_mms_R1_L.fastq.tar.gz",NA,NA,"20201217T042621Z","RELEASE-2021"
"71ce6ef2-3579-4c74-b577-1a43d6f91d35","D01","BART","BART_003.basePlot.bgc","Battelle Applied Genomics","Battelle Memorial Institute",2016-07-26 13:48:00,2016-07-26 14:43:00,"HLYVNBGX5","BART_003-O-20160726-COMP-DNA1",NA,"BMI_Plate19WellF9","BMI_HLYVNBGX5_mms_R1_D.fastq.tar.gz","R1 metagenomic archive of fastq files","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2018/BMI_HLYVNBGX5_mms_R1_D.fastq.tar.gz",NA,"R1 data irretrievably lost","20201217T152923Z","RELEASE-2021"
"194bbf48-efbc-4468-bc82-5bc29748c0d9","D01","BART","BART_003.basePlot.bgc","Battelle Applied Genomics","Battelle Memorial Institute",2016-07-26 13:48:00,2016-07-26 14:43:00,"HLYVNBGX5","BART_003-O-20160726-COMP-DNA1",NA,"BMI_Plate19WellF9","BMI_HLYVNBGX5_mms_R2_D.fastq.tar.gz","R2 metagenomic archive of fastq files","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2018/BMI_HLYVNBGX5_mms_R2_D.fastq.tar.gz",NA,NA,"20201217T152923Z","RELEASE-2021"
"f13bfa4f-51b0-4b61-b1fb-1b4922cd1359","D01","BART","BART_023.basePlot.bgc","Battelle Applied Genomics","Battelle Memorial Institute",2016-07-26 19:04:00,2016-07-26 20:00:00,"H7FFKBGX5","BART_023-O-20160726-COMP-DNA1",NA,"BMI_Plate1WellC10","BMI_H7FFKBGX5_mms_R1_B.fastq.tar.gz","R1 metagenomic archive of fastq files","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/BMI_H7FFKBGX5_mms_R1_B.fastq.tar.gz",NA,NA,"20201217T152923Z","RELEASE-2021"
"f039d6d5-f7d7-43ab-82f0-ebfdd13f89bf","D01","BART","BART_023.basePlot.bgc","Battelle Applied Genomics","Battelle Memorial Institute",2016-07-26 19:04:00,2016-07-26 20:00:00,"H7FFKBGX5","BART_023-O-20160726-COMP-DNA1",NA,"BMI_Plate1WellC10","BMI_H7FFKBGX5_mms_R2_B.fastq.tar.gz","R2 metagenomic archive of fastq files","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/BMI_H7FFKBGX5_mms_R2_B.fastq.tar.gz",NA,NA,"20201217T152923Z","RELEASE-2021"
"4bd4dac7-acc3-43dd-815f-79a80b60399b","D01","BART","BART_002.basePlot.bgc","Battelle Applied Genomics","Battelle Memorial Institute",2016-07-27 12:25:00,2016-07-27 13:17:00,"H7FFKBGX5","BART_002-O-20160727-COMP-DNA1",NA,"BMI_Plate1WellG2","BMI_H7FFKBGX5_mms_R1_A.fastq.tar.gz","R1 metagenomic archive of fastq files","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/BMI_H7FFKBGX5_mms_R1_A.fastq.tar.gz",NA,NA,"20201217T152923Z","RELEASE-2021"
"90b53364-d3aa-454b-ae3f-911560d49afb","D01","BART","BART_002.basePlot.bgc","Battelle Applied Genomics","Battelle Memorial Institute",2016-07-27 12:25:00,2016-07-27 13:17:00,"H7FFKBGX5","BART_002-O-20160727-COMP-DNA1",NA,"BMI_Plate1WellG2","BMI_H7FFKBGX5_mms_R2_A.fastq.tar.gz","R2 metagenomic archive of fastq files","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/BMI_H7FFKBGX5_mms_R2_A.fastq.tar.gz",NA,NA,"20201217T152923Z","RELEASE-2021"
"a6db1cdb-2473-4a0a-84d8-e5cfa43a910e","D01","BART","BART_036.basePlot.bgc","Battelle Applied Genomics","Battelle Memorial Institute",2016-07-27 14:21:00,2016-07-27 15:15:00,"H7FFKBGX5","BART_036-O-20160727-COMP-DNA1",NA,"BMI_Plate1WellB9","BMI_H7FFKBGX5_mms_R2_A.fastq.tar.gz","R2 metagenomic archive of fastq files","https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/BMI_H7FFKBGX5_mms_R2_A.fastq.tar.gz",NA,NA,"20201217T152923Z","RELEASE-2021"
