"uid","domainID","siteID","namedLocation","laboratoryName","collectDate","processedDate","genomicsSampleID","deprecatedVialID","dnaSampleID","internalLabID","sequenceAnalysisType","testMethod","sampleMaterial","sampleMass","nucleicAcidConcentration","nucleicAcidQuantMethod","nucleicAcidPurity","dnaPooledStatus","qaqcStatus","dnaProcessedBy","remarks","dataQF","publicationDate","release"
"c324aca0-6d73-4293-a8cf-60f32fa6857b","D01","BART","BART_006.basePlot.bgc","Argonne National Laboratory",2014-05-20 17:50:00,2015-04-02,"BART_006-O-17-9-20140520-GEN","BART.006.O.17.1.20140520","BART_006-O-17-9-20140520-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,38.5,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042633Z","RELEASE-2021"
"d5b2a4b1-7f46-460f-a650-fdefafb81748","D01","BART","BART_006.basePlot.bgc","Argonne National Laboratory",2014-05-20 18:20:00,2015-04-02,"BART_006-O-29-37-20140520-GEN","BART.006.O.29.1.20140520","BART_006-O-29-37-20140520-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,43,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042633Z","RELEASE-2021"
"72b78c7b-5022-4cf3-805e-a38bf8102275","D01","BART","BART_006.basePlot.bgc","Argonne National Laboratory",2014-05-20 18:20:00,2015-04-02,"BART_006-M-29-37-20140520-GEN","BART.006.M.29.1.20140520","BART_006-M-29-37-20140520-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,24,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042633Z","RELEASE-2021"
"4f2382d3-4122-4d2c-a561-86461dc90db1","D01","BART","BART_006.basePlot.bgc","Argonne National Laboratory",2014-05-20 18:40:00,2015-04-02,"BART_006-M-9-11-20140520-GEN","BART.006.M.9.1.20140520","BART_006-M-9-11-20140520-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,24.2,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042633Z","RELEASE-2021"
"0f021849-6e47-42c6-a66f-d145482340f0","D01","BART","BART_006.basePlot.bgc","Argonne National Laboratory",2014-05-20 18:40:00,2015-04-02,"BART_006-O-9-11-20140520-GEN","BART.006.O.9.1.20140520","BART_006-O-9-11-20140520-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,27.1,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042633Z","RELEASE-2021"
"acb277ec-2c01-421c-bf98-5a0d08b509fa","D01","BART","BART_028.basePlot.bgc","Argonne National Laboratory",2014-05-20 19:50:00,2015-04-02,"BART_028-O-2-33-20140520-GEN","BART.028.O.2.9.20140520","BART_028-O-2-33-20140520-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,36.9,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042633Z","RELEASE-2021"
"5e355eb2-2067-44a1-9ef0-bae3a49040f5","D01","BART","BART_028.basePlot.bgc","Argonne National Laboratory",2014-05-20 19:50:00,2015-04-02,"BART_028-M-2-33-20140520-GEN","BART.028.M.2.9.20140520","BART_028-M-2-33-20140520-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,21.4,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042633Z","RELEASE-2021"
"7e633ef1-88b9-4fef-9f6a-e3249cd18de0","D01","BART","BART_028.basePlot.bgc","Argonne National Laboratory",2014-05-20 19:50:00,2015-04-02,"BART_028-M-15-33-20140520-GEN","BART.028.M.15.9.20140520","BART_028-M-15-33-20140520-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,24.7,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042633Z","RELEASE-2021"
"25167ce6-e9ab-4c65-adbe-bb44e870750a","D01","BART","BART_028.basePlot.bgc","Argonne National Laboratory",2014-05-20 19:50:00,2015-04-02,"BART_028-O-15-33-20140520-GEN","BART.028.O.15.9.20140520","BART_028-O-15-33-20140520-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,41.4,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042633Z","RELEASE-2021"
"536c06ec-c6b6-4baf-a564-765b373e20b6","D01","BART","BART_028.basePlot.bgc","Argonne National Laboratory",2014-05-20 20:10:00,2015-04-02,"BART_028-M-21-39-20140520-GEN","BART.028.M.21.1.20140520","BART_028-M-21-39-20140520-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,9.6,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042633Z","RELEASE-2021"
"e2c80d4c-381a-4c05-95c0-ca4ccd9f011a","D01","BART","BART_028.basePlot.bgc","Argonne National Laboratory",2014-05-20 20:10:00,2015-04-02,"BART_028-O-21-39-20140520-GEN","BART.028.O.21.1.20140520","BART_028-O-21-39-20140520-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,23.4,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042633Z","RELEASE-2021"
"5a39d730-2d15-443b-911d-7ce9bbdeaa8a","D01","BART","BART_001.basePlot.bgc","Argonne National Laboratory",2014-05-21 17:30:00,2015-04-02,"BART_001-M-26-3-20140521-GEN","BART.001.M.26.3.20140521","BART_001-M-26-3-20140521-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,43.9,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042633Z","RELEASE-2021"
"918cb135-7669-46f7-8735-22251d885665","D01","BART","BART_001.basePlot.bgc","Argonne National Laboratory",2014-05-21 17:30:00,2015-04-02,"BART_001-O-26-3-20140521-GEN","BART.001.O.26.3.20140521","BART_001-O-26-3-20140521-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,30.1,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042633Z","RELEASE-2021"
"21a7f088-91f1-4138-b34b-1c425a87c1f0","D01","BART","BART_001.basePlot.bgc","Argonne National Laboratory",2014-05-21 17:50:00,2015-04-02,"BART_001-M-29-2-20140521-GEN","BART.001.M.29.3.20140521","BART_001-M-29-2-20140521-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,42.7,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042633Z","RELEASE-2021"
"b25957c8-b73c-4fd2-9713-b078a9b36a16","D01","BART","BART_001.basePlot.bgc","Argonne National Laboratory",2014-05-21 17:50:00,2015-04-02,"BART_001-O-29-2-20140521-GEN","BART.001.O.29.3.20140521","BART_001-O-29-2-20140521-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,41.8,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042633Z","RELEASE-2021"
"a4b7b236-c1b6-477c-bbb1-35b24b6128a9","D01","BART","BART_001.basePlot.bgc","Argonne National Laboratory",2014-05-21 18:10:00,2015-04-02,"BART_001-M-17-34-20140521-GEN","BART.001.M.17.9.20140521","BART_001-M-17-34-20140521-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,57.4,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042633Z","RELEASE-2021"
"690e9f11-4bf8-45a0-9e38-9ef9ddd4eb74","D01","BART","BART_001.basePlot.bgc","Argonne National Laboratory",2014-05-21 18:10:00,2015-04-02,"BART_001-O-17-34-20140521-GEN","BART.001.O.17.9.20140521","BART_001-O-17-34-20140521-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,42.7,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042633Z","RELEASE-2021"
"058f7253-441c-4d25-95a9-a492e7b6fee6","D01","BART","BART_006.basePlot.bgc","Argonne National Laboratory",2014-06-19 12:32:00,2015-04-02,"BART_006-O-1-8-20140619-GEN","BART.006.O.1.21.20140619","BART_006-O-1-8-20140619-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,44.5,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042828Z","RELEASE-2021"
"1f696dae-dc2b-4583-b66f-c0475a954716","D01","BART","BART_006.basePlot.bgc","Argonne National Laboratory",2014-06-19 13:30:00,2015-09-15,"BART_006-M-3-26-20140619-GEN","BART.006.39.3.26.M.20140619","BART_006-M-3-26-20140619-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,57.8,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042828Z","RELEASE-2021"
"a7df017c-cb22-427a-8719-d7c0b468cbb0","D01","BART","BART_006.basePlot.bgc","Argonne National Laboratory",2014-06-19 13:30:00,2015-04-02,"BART_006-O-3-26-20140619-GEN","BART.006.O.3.9.20140619","BART_006-O-3-26-20140619-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,41.6,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042828Z","RELEASE-2021"
"76ec3945-da04-4a7c-bb3e-4cfd96f00bf6","D01","BART","BART_006.basePlot.bgc","Argonne National Laboratory",2014-06-19 13:53:00,2015-04-02,"BART_006-M-33-3-20140619-GEN","BART.006.M.33.3.20140619","BART_006-M-33-3-20140619-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,47.2,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042828Z","RELEASE-2021"
"087e2bca-cae7-4ace-bfe7-fd3651a9cab4","D01","BART","BART_006.basePlot.bgc","Argonne National Laboratory",2014-06-19 13:53:00,2015-09-15,"BART_006-O-33-3-20140619-GEN","BART.006.23.33.0.O.20140619","BART_006-O-33-3-20140619-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,50.7,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042828Z","RELEASE-2021"
"b6f317b4-6ad3-4dac-b0d1-39a7638dc1d7","D01","BART","BART_028.basePlot.bgc","Argonne National Laboratory",2014-06-19 14:51:00,2015-04-02,"BART_028-M-20-40-20140619-GEN","BART.028.M.20.39.20140619","BART_028-M-20-40-20140619-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,24,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042828Z","RELEASE-2021"
"fb41e22e-4d0b-4f7f-aa66-d29c33ae1295","D01","BART","BART_028.basePlot.bgc","Argonne National Laboratory",2014-06-19 14:51:00,2015-04-02,"BART_028-O-20-40-20140619-GEN","BART.028.O.20.39.20140619","BART_028-O-20-40-20140619-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,18.7,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042828Z","RELEASE-2021"
"ebcb9883-e908-489a-bde9-2fa9f6e51843","D01","BART","BART_028.basePlot.bgc","Argonne National Laboratory",2014-06-19 15:08:00,2015-04-02,"BART_028-O-21-38-20140619-GEN","BART.028.O.21.1.20140619","BART_028-O-21-38-20140619-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,13,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042828Z","RELEASE-2021"
"b1b0954f-6399-41fa-9865-8d33e90ca0b7","D01","BART","BART_028.basePlot.bgc","Argonne National Laboratory",2014-06-19 15:08:00,2015-04-02,"BART_028-M-21-38-20140619-GEN","BART.028.M.21.1.20140619","BART_028-M-21-38-20140619-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,16.8,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042828Z","RELEASE-2021"
"b3eceddd-05a1-4c42-b3aa-89c8f831bdef","D01","BART","BART_028.basePlot.bgc","Argonne National Laboratory",2014-06-19 15:23:00,2015-09-15,"BART_028-O-33-4-20140619-GEN","BART.028.23.33.4.O.20140619","BART_028-O-33-4-20140619-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,42.9,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042828Z","RELEASE-2021"
"29cbb901-5928-4931-b115-0638c7be6b46","D01","BART","BART_028.basePlot.bgc","Argonne National Laboratory",2014-06-19 15:23:00,2015-04-02,"BART_028-M-33-4-20140619-GEN","BART.028.M.33.3.20140619","BART_028-M-33-4-20140619-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,12.9,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042828Z","RELEASE-2021"
"058963a6-a1b4-4432-8ae3-18d8af713ab3","D01","BART","BART_001.basePlot.bgc","Argonne National Laboratory",2014-06-19 17:18:00,2015-04-02,"BART_001-M-9-17-20140619-GEN","BART.001.M.9.1.20140619","BART_001-M-9-17-20140619-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,32.3,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042828Z","RELEASE-2021"
"074af88a-dc62-4c4e-aa5f-45da3948a9aa","D01","BART","BART_001.basePlot.bgc","Argonne National Laboratory",2014-06-19 17:18:00,2015-04-02,"BART_001-O-9-17-20140619-GEN","BART.001.O.9.1.20140619","BART_001-O-9-17-20140619-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,16.8,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042828Z","RELEASE-2021"
"b8b986bc-bf00-4524-bfe3-3109f305198a","D01","BART","BART_001.basePlot.bgc","Argonne National Laboratory",2014-06-19 17:45:00,2015-04-02,"BART_001-M-1-6-20140619-GEN","BART.001.M.1.1.20140619","BART_001-M-1-6-20140619-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,27.2,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042828Z","RELEASE-2021"
"d711f45a-584c-47c1-abf9-c7c4428eb1d7","D01","BART","BART_001.basePlot.bgc","Argonne National Laboratory",2014-06-19 17:45:00,2015-09-15,"BART_001-O-1-6-20140619-GEN","BART.001.21.1.6.O.20140619","BART_001-O-1-6-20140619-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,56.2,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042828Z","RELEASE-2021"
"597339fa-04f0-4db8-91b7-3c473c26a78f","D01","BART","BART_001.basePlot.bgc","Argonne National Laboratory",2014-06-19 18:10:00,2015-04-02,"BART_001-O-7-5-20140619-GEN","BART.001.O.7.1.20140619","BART_001-O-7-5-20140619-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,44.7,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042828Z","RELEASE-2021"
"0a2beecf-2a72-4d5b-a1ea-744c82726d6e","D01","BART","BART_001.basePlot.bgc","Argonne National Laboratory",2014-06-19 18:10:00,2015-04-02,"BART_001-M-7-5-20140619-GEN","BART.001.M.7.1.20140619","BART_001-M-7-5-20140619-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,22.9,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042828Z","RELEASE-2021"
"bc60c5f3-d02e-47e3-87f2-377c746c6ed8","D01","BART","BART_004.basePlot.bgc","Argonne National Laboratory",2014-06-19 19:25:00,2015-09-15,"BART_004-M-30-5-20140619-GEN","BART.004.23.30.5.M.20140619","BART_004-M-30-5-20140619-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,37.1,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042828Z","RELEASE-2021"
"c473b523-8d58-46a2-aff8-4f8f2ebf27db","D01","BART","BART_004.basePlot.bgc","Argonne National Laboratory",2014-06-19 19:25:00,2015-04-02,"BART_004-O-30-5-20140619-GEN","BART.004.O.30.3.20140619","BART_004-O-30-5-20140619-GEN-DNA1",NA,"marker gene and metagenomics","ANL_soilDnaExtractionSOP_2015","soil",0.25,7.2,"PicoGreen assay",NA,"N",NA,"8xsomxViKYi7PNnhyJIlwg==","Sample IDs may not be in the same format as sequence data. Refer to deprecatedVialID.","legacyData","20201217T042828Z","RELEASE-2021"
