"uid","domainID","siteID","plotID","namedLocation","laboratoryName","collectDate","analysisDate","sampleMaterial","geneticSampleID","geneticSampleCode","dnaSampleID","dnaSampleCode","internalLabID","downloadFileUrl","downloadFileName","codeVersion","targetGene","targetTaxonGroup","processedBy","reviewedBy","remarks","sampleFilteredReadNumber","sequenceCountQF","dataQF","publicationDate","release","sequencerRunID"
"799a526c-52a9-4b2e-b6df-8d3795d50ed7","D01","BART","BART_001","BART_001.basePlot.bgc","NEON HQ",2016-04-19 15:25:00,2020-10-19,"soil","BART_001-O-38.5-8-20160419-GEN",NA,"BART_001-O-38.5-8-20160419-GEN-DNA1",NA,"BMI_Plate1WellE8","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_001-O-38.5-8-20160419-GEN-DNA1_16S_20201203T222305.629Z.csv","BART_001-O-38.5-8-20160419-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,5346,"OK",NA,"20210113T181344Z","undetermined",NA
"8d7029b0-2311-4c06-85fc-49ce4a56a863","D01","BART","BART_004","BART_004.basePlot.bgc","NEON HQ",2016-04-19 17:50:00,2020-10-19,"soil","BART_004-O-0-13.5-20160419-GEN",NA,"BART_004-O-0-13.5-20160419-GEN-DNA1",NA,"BMI_Plate1WellF12","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_004-O-0-13.5-20160419-GEN-DNA1_16S_20201203T222305.821Z.csv","BART_004-O-0-13.5-20160419-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,20441,"OK",NA,"20210113T181344Z","undetermined",NA
"1fb749f0-0b95-48cd-abdd-c01e6ac262f2","D01","BART","BART_004","BART_004.basePlot.bgc","NEON HQ",2016-04-19 18:19:00,2020-10-19,"soil","BART_004-O-12.5-33.5-20160419-GEN",NA,"BART_004-O-12.5-33.5-20160419-GEN-DNA1",NA,"BMI_Plate1WellE4","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_004-O-12.5-33.5-20160419-GEN-DNA1_16S_20201203T222305.842Z.csv","BART_004-O-12.5-33.5-20160419-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,4828,"OK",NA,"20210113T181344Z","undetermined",NA
"3e59ed1a-3d09-42ad-a277-89ce21df0ca3","D01","BART","BART_004","BART_004.basePlot.bgc","NEON HQ",2016-04-19 18:50:00,2020-10-19,"soil","BART_004-O-37.5-38-20160419-GEN",NA,"BART_004-O-37.5-38-20160419-GEN-DNA1",NA,"BMI_Plate1WellF3","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_004-O-37.5-38-20160419-GEN-DNA1_16S_20201203T222305.895Z.csv","BART_004-O-37.5-38-20160419-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,15517,"OK",NA,"20210113T181344Z","undetermined",NA
"c4fafa3c-c458-4876-925f-89434c6a55a9","D01","BART","BART_023","BART_023.basePlot.bgc","NEON HQ",2016-04-20 15:19:00,2020-10-19,"soil","BART_023-O-2.5-31.5-20160420-GEN",NA,"BART_023-O-2.5-31.5-20160420-GEN-DNA1",NA,"BMI_Plate1WellA11","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_023-O-2.5-31.5-20160420-GEN-DNA1_16S_20210111T231829.csv","BART_023-O-2.5-31.5-20160420-GEN-DNA1_16S_20210111T231829.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,14293,"OK",NA,"20210113T181344Z","undetermined","CDJ5J"
"bdc90772-cb40-49b5-90ae-7426a6007aae","D01","BART","BART_023","BART_023.basePlot.bgc","NEON HQ",2016-04-20 15:19:00,2020-10-19,"soil","BART_023-O-2.5-31.5-20160420-GEN",NA,"BART_023-O-2.5-31.5-20160420-GEN-DNA1",NA,"BMI_Plate1WellA11","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_023-O-2.5-31.5-20160420-GEN-DNA1_16S_20210112T180127.csv","BART_023-O-2.5-31.5-20160420-GEN-DNA1_16S_20210112T180127.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,63195,"OK",NA,"20210113T181344Z","undetermined","BF8M2"
"68944b1f-0d8c-4b76-b6ff-d4d52379dd86","D01","BART","BART_023","BART_023.basePlot.bgc","NEON HQ",2016-04-20 15:38:00,2020-10-19,"soil","BART_023-O-0.5-8.5-20160420-GEN",NA,"BART_023-O-0.5-8.5-20160420-GEN-DNA1",NA,"BMI_Plate18WellF9","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_023-O-0.5-8.5-20160420-GEN-DNA1_16S_20201203T223532.953Z.csv","BART_023-O-0.5-8.5-20160420-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,10984,"OK",NA,"20210113T181344Z","undetermined",NA
"c99bc9bc-704e-477b-bd1f-666be400a9ae","D01","BART","BART_023","BART_023.basePlot.bgc","NEON HQ",2016-04-20 16:00:00,2020-10-19,"soil","BART_023-O-36-34-20160420-GEN",NA,"BART_023-O-36-34-20160420-GEN-DNA1",NA,"BMI_Plate18WellG5","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_023-O-36-34-20160420-GEN-DNA1_16S_20201203T223532.972Z.csv","BART_023-O-36-34-20160420-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,22400,"OK",NA,"20210113T181344Z","undetermined",NA
"cfd3135d-0b19-415f-9107-fd13bb0ecce6","D01","BART","BART_024","BART_024.basePlot.bgc","NEON HQ",2016-04-20 16:51:00,2020-10-19,"soil","BART_024-O-35.5-1-20160420-GEN",NA,"BART_024-O-35.5-1-20160420-GEN-DNA1",NA,"BMI_Plate1WellF11","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_024-O-35.5-1-20160420-GEN-DNA1_16S_20201203T222305.980Z.csv","BART_024-O-35.5-1-20160420-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,17312,"OK",NA,"20210113T181344Z","undetermined",NA
"169fcb13-662e-400b-8c62-aa609fa35db9","D01","BART","BART_024","BART_024.basePlot.bgc","NEON HQ",2016-04-20 17:10:00,2020-10-19,"soil","BART_024-O-27.5-35-20160420-GEN",NA,"BART_024-O-27.5-35-20160420-GEN-DNA1",NA,"BMI_Plate1WellE3","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_024-O-27.5-35-20160420-GEN-DNA1_16S_20201203T222305.968Z.csv","BART_024-O-27.5-35-20160420-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,11055,"OK",NA,"20210113T181344Z","undetermined",NA
"ae9b01ff-95c4-44f1-9caf-92776c87abbc","D01","BART","BART_024","BART_024.basePlot.bgc","NEON HQ",2016-04-20 17:30:00,2020-10-19,"soil","BART_024-O-6-35-20160420-GEN",NA,"BART_024-O-6-35-20160420-GEN-DNA1",NA,"BMI_Plate18WellF6","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_024-O-6-35-20160420-GEN-DNA1_16S_20201203T223532.993Z.csv","BART_024-O-6-35-20160420-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,24356,"OK",NA,"20210113T181344Z","undetermined",NA
"6731541a-d0be-47d0-a739-7688b112e0c0","D01","BART","BART_036","BART_036.basePlot.bgc","NEON HQ",2016-04-25 15:53:00,2020-10-19,"soil","BART_036-O-1-6-20160425-GEN",NA,"BART_036-O-1-6-20160425-GEN-DNA1",NA,"BMI_Plate1WellF10","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_036-O-1-6-20160425-GEN-DNA1_16S_20201203T222306.011Z.csv","BART_036-O-1-6-20160425-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,22100,"OK",NA,"20210113T181344Z","undetermined",NA
"88196496-8362-4656-a561-842973d7e716","D01","BART","BART_036","BART_036.basePlot.bgc","NEON HQ",2016-04-25 16:36:00,2020-10-19,"soil","BART_036-O-39.5-10-20160425-GEN",NA,"BART_036-O-39.5-10-20160425-GEN-DNA1",NA,"BMI_Plate1WellB10","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_036-O-39.5-10-20160425-GEN-DNA1_16S_20201203T222306.055Z.csv","BART_036-O-39.5-10-20160425-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,16244,"OK",NA,"20210113T181344Z","undetermined",NA
"f7b825c5-d46c-4cdd-a6fe-bac520f79952","D01","BART","BART_036","BART_036.basePlot.bgc","NEON HQ",2016-04-25 17:04:00,2020-10-19,"soil","BART_036-O-34-29.5-20160425-GEN",NA,"BART_036-O-34-29.5-20160425-GEN-DNA1",NA,"BMI_Plate1WellC7","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_036-O-34-29.5-20160425-GEN-DNA1_16S_20201203T222306.032Z.csv","BART_036-O-34-29.5-20160425-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,4080,"OK",NA,"20210113T181344Z","undetermined",NA
"3165daec-3fda-4c1e-87b3-8ac6977ac6c9","D01","BART","BART_003","BART_003.basePlot.bgc","NEON HQ",2016-04-25 20:02:00,2020-10-19,"soil","BART_003-O-18-3.5-20160425-GEN",NA,"BART_003-O-18-3.5-20160425-GEN-DNA1",NA,"BMI_Plate1WellD11","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_003-O-18-3.5-20160425-GEN-DNA1_16S_20201203T222305.718Z.csv","BART_003-O-18-3.5-20160425-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,14424,"OK",NA,"20210113T181344Z","undetermined",NA
"59dabb13-42f2-41b5-817b-b22aea41627f","D01","BART","BART_003","BART_003.basePlot.bgc","NEON HQ",2016-04-25 20:23:00,2020-10-19,"soil","BART_003-O-6-24.5-20160425-GEN",NA,"BART_003-O-6-24.5-20160425-GEN-DNA1",NA,"BMI_Plate1WellG3","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_003-O-6-24.5-20160425-GEN-DNA1_16S_20201203T222305.796Z.csv","BART_003-O-6-24.5-20160425-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,21976,"OK",NA,"20210113T181344Z","undetermined",NA
"0bb9e0a1-fddb-4032-b5f0-be811b8d5274","D01","BART","BART_002","BART_002.basePlot.bgc","NEON HQ",2016-04-26 12:48:00,2020-10-19,"soil","BART_002-O-3-8-20160426-GEN",NA,"BART_002-O-3-8-20160426-GEN-DNA1",NA,"BMI_Plate1WellF1","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_002-O-3-8-20160426-GEN-DNA1_16S_20201203T222305.690Z.csv","BART_002-O-3-8-20160426-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,15610,"OK",NA,"20210113T181344Z","undetermined",NA
"b81dfc55-a21b-4b77-9e4e-0fb757513a41","D01","BART","BART_002","BART_002.basePlot.bgc","NEON HQ",2016-04-26 13:23:00,2020-10-19,"soil","BART_002-O-12.5-38-20160426-GEN",NA,"BART_002-O-12.5-38-20160426-GEN-DNA1",NA,"BMI_Plate1WellF7","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_002-O-12.5-38-20160426-GEN-DNA1_16S_20201203T222305.676Z.csv","BART_002-O-12.5-38-20160426-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,15784,"OK",NA,"20210113T181344Z","undetermined",NA
"0745b716-5d44-404e-85f7-b763cb829e08","D01","BART","BART_002","BART_002.basePlot.bgc","NEON HQ",2016-04-26 13:49:00,2020-10-19,"soil","BART_002-O-31.5-0.5-20160426-GEN",NA,"BART_002-O-31.5-0.5-20160426-GEN-DNA1",NA,"BMI_Plate1WellC1","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_002-O-31.5-0.5-20160426-GEN-DNA1_16S_20201203T222305.709Z.csv","BART_002-O-31.5-0.5-20160426-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,6963,"OK",NA,"20210113T181344Z","undetermined",NA
"f1b0b747-2831-45b7-b31f-f5e0016f2a73","D01","BART","BART_042","BART_042.basePlot.bgc","NEON HQ",2016-04-26 15:20:00,2020-10-19,"soil","BART_042-O-18.5-5.5-20160426-GEN",NA,"BART_042-O-18.5-5.5-20160426-GEN-DNA1",NA,"BMI_Plate1WellG8","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_042-O-18.5-5.5-20160426-GEN-DNA1_16S_20201203T222306.192Z.csv","BART_042-O-18.5-5.5-20160426-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,14866,"OK",NA,"20210113T181344Z","undetermined",NA
"5c794074-cf46-49e8-87fc-08e7cb01bd04","D01","BART","BART_042","BART_042.basePlot.bgc","NEON HQ",2016-04-26 15:43:00,2020-10-19,"soil","BART_042-O-38.5-7.5-20160426-GEN",NA,"BART_042-O-38.5-7.5-20160426-GEN-DNA1",NA,"BMI_Plate1WellG10","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_042-O-38.5-7.5-20160426-GEN-DNA1_16S_20201203T222306.247Z.csv","BART_042-O-38.5-7.5-20160426-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,13800,"OK",NA,"20210113T181344Z","undetermined",NA
"c991c7ea-8713-4a3d-8c6d-9a2b6b0ce474","D01","BART","BART_042","BART_042.basePlot.bgc","NEON HQ",2016-04-26 16:02:00,2020-10-19,"soil","BART_042-O-21-30.5-20160426-GEN",NA,"BART_042-O-21-30.5-20160426-GEN-DNA1",NA,"BMI_Plate1WellG12","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_042-O-21-30.5-20160426-GEN-DNA1_16S_20201203T222306.211Z.csv","BART_042-O-21-30.5-20160426-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,9644,"OK",NA,"20210113T181344Z","undetermined",NA
"13a814ab-209e-4beb-9fbe-5772432ed6c9","D01","BART","BART_001","BART_001.basePlot.bgc","NEON HQ",2016-07-25 15:29:00,2020-10-19,"soil","BART_001-O-11.5-9.5-20160725-GEN",NA,"BART_001-O-11.5-9.5-20160725-GEN-DNA1",NA,"BMI_Plate1WellF4","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_001-O-11.5-9.5-20160725-GEN-DNA1_16S_20210112T175646.csv","BART_001-O-11.5-9.5-20160725-GEN-DNA1_16S_20210112T175646.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,8694,"OK",NA,"20210113T181317Z","undetermined","B69RN"
"6a4ef02d-8b31-4564-a173-95dfb7a89fe4","D01","BART","BART_001","BART_001.basePlot.bgc","NEON HQ",2016-07-25 15:29:00,2020-10-19,"soil","BART_001-O-11.5-9.5-20160725-GEN",NA,"BART_001-O-11.5-9.5-20160725-GEN-DNA1",NA,"BMI_Plate1WellF4","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_001-O-11.5-9.5-20160725-GEN-DNA1_16S_20210111T231829.csv","BART_001-O-11.5-9.5-20160725-GEN-DNA1_16S_20210111T231829.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,3049,"Below threshold",NA,"20210113T181317Z","undetermined","CDJ5J"
"9773bd7d-344f-4596-ab67-bccb599bc2d7","D01","BART","BART_001","BART_001.basePlot.bgc","NEON HQ",2016-07-25 16:10:00,2020-10-19,"soil","BART_001-O-30-17-20160725-GEN",NA,"BART_001-O-30-17-20160725-GEN-DNA1",NA,"BMI_Plate1WellE2","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_001-O-30-17-20160725-GEN-DNA1_16S_20201203T222305.549Z.csv","BART_001-O-30-17-20160725-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,9321,"OK",NA,"20210113T181317Z","undetermined",NA
"a0a1d8d5-9b29-444e-823c-75da4edac3e6","D01","BART","BART_001","BART_001.basePlot.bgc","NEON HQ",2016-07-25 16:38:00,2020-10-19,"soil","BART_001-O-35-27-20160725-GEN",NA,"BART_001-O-35-27-20160725-GEN-DNA1",NA,"BMI_Plate1WellF6","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_001-O-35-27-20160725-GEN-DNA1_16S_20210111T231829.csv","BART_001-O-35-27-20160725-GEN-DNA1_16S_20210111T231829.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,13810,"OK",NA,"20210113T181317Z","undetermined","CDJ5J"
